name,parent,value
J,origin,0.535030267
JAAA,origin,0.879333633
JACK,origin,0.406473452
JAGG,origin,0.157129728
JAGX,origin,0.51594286
JAKK,origin,0.681328712
JAMF,origin,0.585843789
JAN,origin,0.116983068
JANT,origin,0.385719544
JANW,origin,0.108910891
JANX,origin,0.676956794
JATT,origin,0.010869565
JATT/WS,origin,1
JAVA,origin,0.727197767
JAZZ,origin,0.552443385
JBBB,origin,0.294927703
JBGS,origin,0.617479008
JBHT,origin,0.7180057
JBI,origin,0.200027293
JBL,origin,0.465345924
JBLU,origin,0.50794664
JBSS,origin,0.429015387
JBT,origin,0.224637891
JCE,origin,0.296390875
JCI,origin,0.209535832
JCIC,origin,0.60217949
JCPB,origin,0.880967876
JCPI,origin,0.027355623
JCSE,origin,0.47740113
JCTR,origin,0.8
JD,origin,0.41215918
JDST,origin,0.470488276
JEF,origin,0.613982242
JELD,origin,0.289854591
JEMA,origin,0.483498003
JEMD,origin,0.361225208
JEPI,origin,0.803100918
JEPQ,origin,0.520551082
JEQ,origin,0.204749994
JETS,origin,0.543126713
JFBR,origin,0.347550506
JFIN,origin,0.8216
JFR,origin,0.406910076
JFU,origin,0.596772583
JG,origin,0.487064117
JGGC,origin,0.147058824
JGGCW,origin,1
JGH,origin,0.431188895
JGRO,origin,0.612473034
JHAA,origin,0.522116904
JHEM,origin,0.343508525
JHG,origin,0.583533515
JHI,origin,0.77556776
JHMB,origin,0.984251969
JHMD,origin,0.254509018
JHML,origin,0.260925027
JHMM,origin,0.797204142
JHS,origin,0.027064265
JHSC,origin,0.054801
JHX,origin,0.619136251
JIDA,origin,1
JIG,origin,0.594123633
JILL,origin,0.516209476
JIRE,origin,0.030022556
JJA,origin,0.001760563
JJC,origin,0.184482759
JJG,origin,0.95412844
JJM,origin,0.303030303
JJN,origin,0.295833333
JJS,origin,1
JJSF,origin,0.523573656
JJT,origin,0.002840909
JJU,origin,1
JKHY,origin,0.812108146
JKS,origin,0.472779166
JLL,origin,0.339265305
JLS,origin,0.34922563
JMAC,origin,0.000916582
JMBS,origin,0.975761927
JMEE,origin,0.270217391
JMIA,origin,0.616119336
JMM,origin,0.613835377
JMOM,origin,0.127878144
JMSB,origin,0.690080429
JMST,origin,0.638655889
JMUB,origin,0.577665689
JNCE,origin,0.302644655
JNJ,origin,0.4493741
JNK,origin,0.738275082
JNPR,origin,0.420279036
JNUG,origin,0.372576012
JO,origin,0.033282784
JOAN,origin,0.410356963
JOB,origin,0.547720986
JOBY,origin,0.560562974
JOBY/WS,origin,0.015845578
JOE,origin,0.583444204
JOET,origin,0.476195537
JOF,origin,0.212307826
JOFFW,origin,0.145827865
JOJO,origin,1
JOUT,origin,0.356215888
JPC,origin,0.510504878
JPEM,origin,0.392351801
JPHY,origin,0.154972622
JPI,origin,0.411159645
JPIB,origin,0.000209424
JPIE,origin,0.954234407
JPIN,origin,0.482506678
JPM,origin,0.548909309
JPMB,origin,0.089503662
JPME,origin,0.431924153
JPMpC,origin,0.595978624
JPMpD,origin,0.417734568
JPMpJ,origin,0.415388559
JPMpK,origin,0.562872717
JPMpL,origin,0.565886222
JPMpM,origin,0.5132379
JPRE,origin,0.57807309
JPS,origin,0.484425977
JPSE,origin,0.343718338
JPST,origin,0.257254523
JPT,origin,0.465525918
JPUS,origin,0.124786997
JPXN,origin,0.326347305
JQC,origin,0.316290879
JQUA,origin,0.366852326
JRE,origin,0.5
JRI,origin,0.767609474
JRNY,origin,1
JRO,origin,0.510885416
JRS,origin,0.675665565
JRSH,origin,0.144086022
JRVR,origin,0.635183562
JSCP,origin,0.387294987
JSD,origin,0.39707053
JSM,origin,0.492685157
JSMD,origin,0.428486788
JSML,origin,0.110143124
JSPR,origin,0.876022001
JSTC,origin,0.323546682
JT,origin,0.348229832
JUCY,origin,0.771379704
JULT,origin,0.824519801
JULW,origin,0.795925836
JUNZ,origin,1
JUPW,origin,0.602756811
JUPWW,origin,1
JUST,origin,0.216881151
JVA,origin,0.265713561
JVAL,origin,0.021508897
JWAC,origin,1
JWACR,origin,0.755555556
JWEL,origin,0.648723481
JWN,origin,0.622855029
JWSM,origin,0.393212262
JXI,origin,0.547884187
JXJT,origin,0.184424345
JXN,origin,0.248981464
JYNT,origin,0.541036197
JZ,origin,0.552025882
JZRO,origin,0.201183432
JZXN,origin,0.034345248
K,origin,0.665186649
KACL,origin,0.39612082
KACLU,origin,1
KAHC,origin,0.01376695
KAHC/WS,origin,0.164473684
KAI,origin,0.52767077
KAL,origin,0.563632973
KALA,origin,0.637037483
KALU,origin,0.616028862
KALV,origin,0.485738894
KALWW,origin,0.633699634
KAMN,origin,0.306082156
KAPR,origin,0.022948939
KAR,origin,0.746853443
KARB,origin,0.409749671
KARO,origin,0.301219512
KARS,origin,0.536731496
KAVL,origin,0.258707773
KB,origin,0.666043576
KBA,origin,0.680061376
KBAL,origin,0.324491658
KBE,origin,0.555875592
KBH,origin,0.381160737
KBNT,origin,0.092936803
KBR,origin,0.400719935
KBWB,origin,0.598652939
KBWD,origin,0.512047009
KBWP,origin,0.249166203
KBWR,origin,0.752922268
KBWY,origin,0.715933707
KC,origin,0.563265872
KCCA,origin,0.092169831
KCE,origin,0.060188088
KCGI,origin,0.015625
KD,origin,0.517234499
KDIV,origin,1
KDNY,origin,0.528661956
KDP,origin,0.151022844
KE,origin,0.672138119
KELYA,origin,0.301693532
KELYB,origin,0.0625
KEMQ,origin,0.244356211
KEN,origin,0.447813121
KEP,origin,0.348623233
KEQU,origin,0.054455446
KERN,origin,0.484910057
KERNW,origin,0.614035088
KEUA,origin,0.015942029
KEX,origin,0.5169524
KEY,origin,0.661999564
KEYpI,origin,0.313368382
KEYpJ,origin,0.110586945
KEYpK,origin,0.282587264
KEYpL,origin,0.657826952
KEYS,origin,0.534070017
KF,origin,0.219046461
KFFB,origin,0.142857143
KFRC,origin,0.41611426
KFS,origin,0.678214915
KFVG,origin,0.181244364
KFY,origin,0.543930492
KFYP,origin,0.086206897
KGC,origin,0.436239724
KGHG,origin,0.666666667
KGRN,origin,0.513747054
KHC,origin,0.574312515
KIDS,origin,0.418251999
KIE,origin,0.690487033
KIM,origin,0.49667963
KIMpL,origin,0.305790397
KIMpM,origin,0.416203169
KIND,origin,0.648949957
KINS,origin,0.005013674
KINZW,origin,0.185628743
KIO,origin,0.292251886
KIQ,origin,0.621272366
KIRK,origin,0.434900707
KITT,origin,0.434717546
KJAN,origin,0.000568828
KJUL,origin,0.826644006
KKR,origin,0.520316238
KKRpC,origin,0.49840224
KKRS,origin,0.473253807
KLAC,origin,0.603751673
KLDW,origin,0.004709666
KLIC,origin,0.544552144
KLNE,origin,0.234580917
KLR,origin,0.102112316
KLTR,origin,0.170793483
KLXE,origin,0.683397484
KMB,origin,0.633035065
KMDA,origin,0.188690689
KMET,origin,0.048780488
KMF,origin,0.351817065
KMI,origin,0.629016736
KMLM,origin,0.125657777
KMPB,origin,0.264225849
KMPH,origin,0.439585892
KMPR,origin,0.469295936
KMT,origin,0.641698153
KMX,origin,0.758863965
KN,origin,0.450539329
KNBE,origin,0.789262888
KNDI,origin,0.391790004
KNG,origin,0.615236178
KNOP,origin,0.356255747
KNSA,origin,0.19730559
KNSL,origin,0.283231722
KNTE,origin,0.732213831
KNTK,origin,0.409930178
KNW,origin,0.398306998
KNX,origin,0.607944255
KO,origin,0.470123371
KOCG,origin,0.991735537
KOCT,origin,0.848908369
KOD,origin,0.474865271
KODK,origin,0.617724994
KOF,origin,0.120465389
KOLD,origin,0.47371387
KOMP,origin,0.535603817
KOP,origin,0.296022202
KOPN,origin,0.371409967
KORE,origin,0.71020328
KORP,origin,0.270358306
KORU,origin,0.810722163
KOS,origin,0.374261952
KOSS,origin,0.366627149
KPLT,origin,0.603712537
KPOP,origin,0.117647059
KPRX,origin,0.350177252
KPTI,origin,0.415009883
KR,origin,0.495118238
KRBN,origin,0.3231503
KRBP,origin,0.622849976
KRC,origin,0.258153576
KRE,origin,0.58210992
KREF,origin,0.588530668
KREFpA,origin,0.724058543
KRG,origin,0.722345885
KRKR,origin,0.285113862
KRMA,origin,0.858797237
KRMD,origin,0.392539964
KRNL,origin,0.02853067
KRNT,origin,0.173921785
KRNY,origin,0.522140143
KRO,origin,0.552569053
KRON,origin,0.449269792
KROP,origin,0.502463054
KROS,origin,0.552907269
KRP,origin,0.638704168
KRT,origin,0.577369643
KRTX,origin,0.656952419
KRUS,origin,0.576484106
KRYS,origin,0.793935086
KSA,origin,0.510284174
KSCD,origin,1
KSCP,origin,0.250462993
KSET,origin,0.611111111
KSI,origin,1
KSM,origin,0.498324893
KSPN,origin,0.512437728
KSS,origin,0.407296683
KSTR,origin,0.004564666
KT,origin,0.632798661
KTB,origin,0.725571648
KTCC,origin,0.423273147
KTEC,origin,0.39440133
KTF,origin,0.279552391
KTH,origin,0.324324324
KTN,origin,0.509803922
KTOS,origin,0.358699691
KTRA,origin,0.550948598
KTTA,origin,0.428557982
KUKE,origin,0.302114804
KULR,origin,0.77923181
KURA,origin,0.665021807
KURE,origin,0.469117647
KVHI,origin,0.288251366
KVSC,origin,0.011923298
KW,origin,0.604505512
KWEB,origin,0.319739741
KWR,origin,0.784920397
KXI,origin,0.363129845
KXIN,origin,0.475886948
KYMR,origin,0.85732892
KYN,origin,0.361028734
KZIA,origin,0.353646102
KZR,origin,0.548916213
L,origin,0.559914141
LAAAU,origin,1
LAB,origin,0.66144423
LABD,origin,0.223911643
LABP,origin,0.383492623
LABU,origin,0.444121764
LAC,origin,0.403177852
LAD,origin,0.551633966
LADR,origin,0.611803362
LAKE,origin,0.411925401
LAMR,origin,0.523793997
LANC,origin,0.427962277
LAND,origin,0.272147698
LANDM,origin,0.005494505
LANDO,origin,0.363959118
LARK,origin,0.947686117
LASE,origin,0.553964127
LASR,origin,0.469605661
LAUR,origin,0.355232827
LAW,origin,0.622450504
LAZ,origin,0.758620011
LAZR,origin,0.54392028
LAZY,origin,0.599249023
LBAI,origin,0.520235247
LBAY,origin,0.381841057
LBBB,origin,1
LBBBR,origin,1
LBC,origin,0.506993007
LBPH,origin,0.671019947
LBRDA,origin,0.643365841
LBRDK,origin,0.640163123
LBRDP,origin,0.295546559
LBRT,origin,0.317042407
LBTYA,origin,0.666308427
LBTYB,origin,0.666666667
LBTYK,origin,0.352543276
LC,origin,0.583130197
LCA,origin,0.649122807
LCFY,origin,0.325535978
LCG,origin,0.017722407
LCI,origin,0.255947338
LCID,origin,0.634259003
LCII,origin,0.520226592
LCNB,origin,0.581744656
LCR,origin,0.245247545
LCTD,origin,0.233333333
LCTU,origin,0.732476419
LCTX,origin,0.243436181
LCUT,origin,0.077049155
LD,origin,1
LDEM,origin,0.488443088
LDI,origin,0.710239249
LDOS,origin,0.46483486
LDP,origin,0.272295767
LDSF,origin,0.20190821
LDUR,origin,0.134047336
LE,origin,0.517200737
LEA,origin,0.736770835
LEAD,origin,0.909411765
LECO,origin,0.835830013
LEDS,origin,0.205524206
LEE,origin,0.098519653
LEG,origin,0.648586236
LEGH,origin,0.833886801
LEGN,origin,0.212932382
LEGR,origin,0.122975405
LEJU,origin,0.623944743
LEMB,origin,0.464027794
LEN,origin,0.737562336
LEN/B,origin,0.72959596
LEO,origin,0.49128289
LESL,origin,0.604784833
LETB,origin,0.852941176
LEU,origin,0.548838872
LEV,origin,0.631292062
LEVI,origin,0.526118124
LEV/WS,origin,0.783228308
LEXX,origin,0.108350587
LFEQ,origin,0.076923077
LFG,origin,0.310276038
LFLY,origin,0.525033183
LFLYW,origin,1
LFMD,origin,0.47381165
LFMDP,origin,1
LFST,origin,0.806098066
LFT,origin,0.221426566
LFUS,origin,0.564508385
LFVN,origin,0.322445276
LGACW,origin,1
LGF/A,origin,0.7232127
LGF/B,origin,0.417965863
LGH,origin,0.132239983
LGHL,origin,0.47725375
LGHLW,origin,0.666389351
LGI,origin,0.29884214
LGIH,origin,0.734662453
LGL,origin,0.522239264
LGLV,origin,0.172331422
LGMK,origin,0.410093727
LGND,origin,0.494488315
LGO,origin,0.506535948
LGOV,origin,0.157894737
LGTO,origin,0.05770691
LGTOU,origin,0.973684211
LGTOW,origin,0.277777778
LGV,origin,0.323359402
LGVCW,origin,0.081087499
LGVN,origin,0.239768822
LH,origin,0.775960316
LHC,origin,0.005853393
LHCG,origin,0.390705821
LHDX,origin,0.24601599
LHX,origin,0.334591699
LI,origin,0.645710048
LIAN,origin,0.477085289
LIBY,origin,1
LIBYW,origin,1
LICY,origin,0.491814678
LIDR,origin,0.316621681
LIDRW,origin,0.61386889
LIFE,origin,0.876545898
LII,origin,0.587230415
LILA,origin,0.61189142
LILAK,origin,0.279729368
LILM,origin,0.634757072
LILMW,origin,0.061913696
LIN,origin,0.637324311
LINC,origin,0.456743182
LIND,origin,0.259101592
LINK,origin,0.562566278
LIQT,origin,0.256551797
LIT,origin,0.432793675
LITB,origin,0.258808725
LITE,origin,0.529120245
LITM,origin,0.435744832
LITT,origin,0.712418301
LIVE,origin,0.62195122
LIVN,origin,0.438984405
LIXT,origin,0.17662825
LIZI,origin,0.633335903
LKCO,origin,0.245714038
LKFN,origin,0.471538407
LKQ,origin,0.362573743
LL,origin,0.548693959
LLAP,origin,0.483387865
LLAP/WS,origin,0.26222581
LLY,origin,0.555895397
LMACA,origin,0.080874873
LMACW,origin,0.302922941
LMAT,origin,0.57184864
LMB,origin,0.326274363
LMBS,origin,0.198416904
LMDX,origin,0.163156766
LMFA,origin,0.372989408
LMND,origin,0.437718748
LMNL,origin,0.025047259
LMNR,origin,0.316665406
LMST,origin,0.654121864
LMT,origin,0.497290648
LNC,origin,0.368203002
LND,origin,0.502871813
LNDC,origin,0.280481002
LNG,origin,0.412668507
LNKB,origin,0.076428291
LNN,origin,0.532887622
LNSR,origin,0.005834885
LNT,origin,0.622147497
LNTH,origin,0.393990911
LNW,origin,0.701646864
LOAN,origin,0.054799302
LOB,origin,0.315103604
LOCL,origin,0.498141187
LOCL/WS,origin,0.408163265
LOCO,origin,0.616182909
LODE,origin,0.66138327
LOGC,origin,0.26679385
LOGI,origin,0.743722373
LOKM/WS,origin,0.25
LOMA,origin,0.458961808
LONZ,origin,0.999502792
LOOP,origin,0.491977442
LOPE,origin,0.562492223
LOTZ,origin,0.406386836
LOTZW,origin,0.5
LOUP,origin,0.399602386
LOV,origin,0.228451621
LOVE,origin,0.600572042
LOW,origin,0.579263616
LPCN,origin,0.39844112
LPG,origin,0.574076124
LPI,origin,0.501538353
LPL,origin,0.568989946
LPLA,origin,0.283118204
LPRO,origin,0.692275506
LPSN,origin,0.588383467
LPTH,origin,0.144342837
LPTV,origin,0.269915651
LPTX,origin,0.235055863
LPX,origin,0.622626253
LQD,origin,0.401266176
LQDA,origin,0.744962343
LQDB,origin,0.166666667
LQDH,origin,0.081916077
LQDI,origin,0.017211704
LQDT,origin,0.706710209
LQDW,origin,0.999452055
LRCX,origin,0.607694102
LRFC,origin,0.998523985
LRGE,origin,0.010465725
LRGF,origin,0.226838789
LRMR,origin,0.631397936
LRN,origin,0.488812511
LRND,origin,1
LRNZ,origin,0.030511811
LSAF,origin,0.073040832
LSAK,origin,0.076022338
LSAT,origin,0.085192698
LSBK,origin,0.526052819
LSCC,origin,0.474049649
LSEA,origin,0.631762553
LSEAW,origin,0.394856278
LSF,origin,0.820823826
LSI,origin,0.362318368
LSPD,origin,0.544721016
LSST,origin,0.008443569
LSTA,origin,0.312660478
LSTR,origin,0.77062034
LSXMA,origin,0.462126745
LSXMK,origin,0.486002982
LTBR,origin,0.307888221
LTC,origin,0.654738918
LTCH,origin,0.573827357
LTH,origin,0.430363762
LTHM,origin,0.61241232
LTL,origin,0.504950495
LTPZ,origin,0.326260721
LTRN,origin,0.468203125
LTRPA,origin,0.246242357
LTRPB,origin,0.220759494
LTRX,origin,0.195056734
LTRY,origin,0.194830836
LTRYW,origin,0.503722084
LU,origin,0.559736525
LUCD,origin,0.596218193
LUCY,origin,0.527869212
LULU,origin,0.607640116
LUMN,origin,0.400998856
LUMO,origin,0.003916449
LUNA,origin,0.292854074
LUNG,origin,0.612456989
LUV,origin,0.40055923
LVAC,origin,1
LVHD,origin,0.294924583
LVHI,origin,0.701283064
LVLU,origin,0.44251535
LVO,origin,0.515411414
LVOX,origin,0.585461017
LVOXW,origin,1
LVRAW,origin,1
LVS,origin,0.481548712
LVTX,origin,0.378341537
LVWR,origin,0.223384558
LW,origin,0.261413624
LWAY,origin,0.320474777
LWLG,origin,0.586545638
LX,origin,0.477295895
LXFR,origin,0.274674916
LXP,origin,0.4593445
LXPpC,origin,1
LXRX,origin,0.258822245
LXU,origin,0.376583468
LYB,origin,0.347582895
LYEL,origin,0.804906146
LYFE,origin,0.941919192
LYFT,origin,0.470932223
LYG,origin,0.363728406
LYL,origin,0.085742124
LYLT,origin,0.44343475
LYRA,origin,0.195762812
LYT,origin,0.353014936
LYTS,origin,0.268770285
LYV,origin,0.535268818
LZ,origin,0.805264149
LZB,origin,0.46573489
M,origin,0.384561432
MA,origin,0.504438615
MAA,origin,0.63108867
MAApI,origin,1
MAAX,origin,1
MAC,origin,0.702037296
MACC,origin,0.000351124
MACK,origin,0.14551495
MAG,origin,0.486452258
MAGA,origin,0.125
MAIA,origin,0.588527303
MAIN,origin,0.482370149
MAKX,origin,0.5
MAN,origin,0.611888503
MANH,origin,0.537507099
MANU,origin,0.741190904
MAPS,origin,0.5123696
MAQC,origin,0.694183062
MAQCW,origin,1
MAR,origin,0.475028926
MARA,origin,0.546982825
MARB,origin,0.619856747
MARK,origin,0.495451753
MARPS,origin,0.459052248
MAS,origin,0.322599881
MASI,origin,0.525924967
MASS,origin,0.588019678
MAT,origin,0.393905693
MATV,origin,0.486555073
MATW,origin,0.360979242
MATX,origin,0.549326915
MAV,origin,0.51115591
MAX,origin,0.347837906
MAXI,origin,1
MAXN,origin,0.358279927
MAXR,origin,0.300348471
MBB,origin,0.498709889
MBCC,origin,0.20754717
MBCN,origin,0.001361633
MBI,origin,0.6602172
MBIN,origin,0.555942773
MBINM,origin,0.095179058
MBINN,origin,0.339171532
MBINO,origin,0.509955984
MBIO,origin,0.479458746
MBLY,origin,0.588087222
MBND,origin,0.506378601
MBOT,origin,0.174333508
MBOX,origin,0.72841864
MBRX,origin,0.079980349
MBSD,origin,0.510204082
MBUU,origin,0.44713546
MBWM,origin,0.59894048
MC,origin,0.875124942
MCAE,origin,0.675
MCAG,origin,1
MCB,origin,0.502642706
MCBC,origin,0.108375843
MCBS,origin,0.369463633
MCD,origin,0.600703083
MCFT,origin,0.554965288
MCG,origin,0.284748007
MCHI,origin,0.45552379
MCHP,origin,0.518375588
MCHX,origin,0.350202429
MCI,origin,0.217625614
MCK,origin,0.599434491
MCLD,origin,0.568510552
MCN,origin,0.343903607
MCO,origin,0.748554166
MCR,origin,0.308409087
MCRB,origin,0.541435136
MCRI,origin,0.685544645
MCS,origin,0.402028477
MCSE,origin,0.996031746
MCVT,origin,0.277589142
MCW,origin,0.393133801
MCY,origin,0.390277282
MD,origin,0.728889541
MDB,origin,0.52567109
MDC,origin,0.551773451
MDGL,origin,0.629746835
MDGS,origin,0.415312267
MDH,origin,0.368552503
MDIA,origin,0.9762634
MDIV,origin,0.165011977
MDJH,origin,0.746861389
MDLZ,origin,0.368407583
MDNA,origin,0.552471881
MDRR,origin,0.332678454
MDRX,origin,0.331948317
MDT,origin,0.328550976
MDU,origin,0.46340733
MDV,origin,0.22513922
MDVL,origin,0.362469149
MDVpA,origin,0.184986595
MDWD,origin,0.439411545
MDWT,origin,0.685070423
MDXG,origin,0.407736795
MDXH,origin,0.541984733
MDY,origin,0.594278321
MDYG,origin,0.179349367
MDYV,origin,0.105635346
ME,origin,0.632787832
MEAC,origin,3.93E-05
MEAR,origin,0.426523297
MEC,origin,0.344851621
MED,origin,0.732805439
MEDP,origin,0.394255276
MEDS,origin,0.127093463
MEG,origin,0.271206941
MEGI,origin,0.36568665
MEGL,origin,0.34373271
MEI,origin,0.773501283
MEIP,origin,0.42259041
MEKA,origin,1
MELI,origin,0.480795561
MEM,origin,1
MEME,origin,0.247588424
MEOH,origin,0.837146474
MERC,origin,0.521629919
MERpK,origin,0.425896068
MESA,origin,0.612424893
MESO,origin,0.675427749
MET,origin,0.55024962
META,origin,0.371639971
METC,origin,0.527191764
METCL,origin,0.795539033
METpA,origin,0.444902265
METpE,origin,0.76108742
METpF,origin,0.362548203
METV,origin,0.168836878
METX,origin,0.359972367
MEXX,origin,0.351515152
MF,origin,0.593706454
MFA,origin,0.470137035
MFApB,origin,0.699531414
MFApC,origin,0.175771758
MFC,origin,0.482818669
MFD,origin,0.372576077
MFEM,origin,0.432939914
MFG,origin,0.129103481
MFGP,origin,0.381629178
MFH,origin,0.463576159
MFIC,origin,0.617456204
MFIN,origin,0.829697796
MFLX,origin,0.063667233
MFM,origin,0.411393172
MFUL,origin,0.770848514
MFUS,origin,0.9
MFV,origin,0.605270615
MG,origin,0.216167069
MGA,origin,0.619016701
MGAM,origin,0.590464739
MGC,origin,0.619930924
MGEE,origin,0.524182726
MGF,origin,0.430808402
MGI,origin,0.681583558
MGIC,origin,0.33999201
MGK,origin,0.410762371
MGLD,origin,0.666666667
MGM,origin,0.611347571
MGMT,origin,0.338720174
MGNI,origin,0.680996436
MGNX,origin,0.547643745
MGPI,origin,0.529941475
MGR,origin,0.365537254
MGRB,origin,0.434680777
MGRC,origin,0.254488857
MGRD,origin,0.345754717
MGTA,origin,0.546577846
MGTX,origin,0.244087687
MGU,origin,0.326418837
MGV,origin,0.292187159
MGY,origin,0.648442303
MGYR,origin,0.118421053
MHD,origin,0.130244828
MHF,origin,0.316400391
MHH,origin,0.024214503
MHI,origin,0.276950715
MHK,origin,0.746017388
MHLD,origin,0.278599222
MHN,origin,0.126146233
MHNC,origin,0.193650794
MHO,origin,0.387059287
MHUA,origin,0.393267894
MICS,origin,0.777777778
MICT,origin,0.273597664
MID,origin,0.87602917
MIDD,origin,0.392494914
MIDU,origin,0.186932176
MIG,origin,1
MIGI,origin,0.456389954
MILN,origin,0.022992572
MIMO,origin,0.598928571
MIN,origin,0.536995727
MINC,origin,0.129162916
MIND,origin,0.277842813
MINDP,origin,0.736636245
MINM,origin,0.425480769
MINO,origin,0.361501758
MINT,origin,0.066669888
MINV,origin,0.494505495
MIO,origin,0.163765823
MIR,origin,0.324996651
MIRM,origin,0.484144241
MIRO,origin,0.847741358
MISL,origin,1
MIST,origin,0.159581176
MIT,origin,0.413526411
MITA,origin,1
MITK,origin,0.725905931
MITO,origin,0.274200328
MITQ,origin,0.244239183
MITT,origin,0.454077207
MITTpA,origin,0.716230366
MITTpB,origin,0.141447892
MITTpC,origin,0.55263816
MIXT,origin,0.824577752
MIY,origin,0.154885556
MJ,origin,0.311019197
MJUS,origin,0.971599829
MJXL,origin,0.347777153
MKC,origin,0.629595472
MKC/V,origin,0.4
MKFG,origin,0.636693376
MKFG/WS,origin,1
MKL,origin,0.63334103
MKSI,origin,0.544498526
MKTW,origin,0.228499063
MKTX,origin,0.64742183
ML,origin,0.437168049
MLAB,origin,0.606668403
MLAC,origin,0.979284369
MLCO,origin,0.189013895
MLI,origin,0.584820056
MLKN,origin,0.569922128
MLM,origin,0.759037491
MLN,origin,0.215938907
MLNK,origin,0.649656526
MLP,origin,0.478116711
MLPA,origin,0.51952067
MLPB,origin,0.031802334
MLPO,origin,0.423822715
MLPX,origin,0.295327991
MLR,origin,0.255040679
MLSS,origin,0.176478698
MLTX,origin,0.533522958
MMAT,origin,0.636153675
MMC,origin,0.602595707
MMD,origin,0.386076388
MMI,origin,0.733082781
MMIN,origin,0.182630778
MMIT,origin,0.637395129
MMLG,origin,0.017313348
MMLP,origin,0.350626265
MMM,origin,0.513897851
MMMB,origin,0.804643262
MMP,origin,0.663460075
MMS,origin,0.614643132
MMSC,origin,1
MMSI,origin,0.599453684
MMT,origin,0.349277434
MMTM,origin,0.057471264
MMU,origin,0.290093369
MMX,origin,0.162854727
MMYT,origin,0.536704564
MNA,origin,0.104464324
MNDO,origin,0.305120412
MNDY,origin,0.539306404
MNK,origin,0.149188761
MNKD,origin,0.355623982
MNM,origin,0.14334471
MNMD,origin,0.487510143
MNOV,origin,0.259075024
MNP,origin,0.092856053
MNPR,origin,0.327639485
MNRL,origin,0.239575979
MNRO,origin,0.469468734
MNSB,origin,0.040931264
MNSO,origin,0.406537836
MNST,origin,0.184378096
MNTK,origin,0.827429865
MNTS,origin,0.526403463
MNTV,origin,0.502664682
MNTX,origin,0.162251656
MO,origin,0.590543115
MOAT,origin,0.134303766
MOB,origin,0.36337966
MOBQ,origin,0.874077112
MOD,origin,0.324383
MODD,origin,0.092105263
MODG,origin,0.590635203
MODL,origin,0.999997897
MODN,origin,0.553231098
MODV,origin,0.265252863
MOFG,origin,0.604536489
MOG/A,origin,0.351584386
MOGO,origin,0.165765164
MOGU,origin,0.301613385
MOH,origin,0.626417426
MOHR,origin,0.105928499
MOLN,origin,0.516129032
MOMO,origin,0.30736347
MONCU,origin,0.166666667
MOND,origin,0.518336702
MOO,origin,0.225539031
MOON,origin,0.150168729
MOR,origin,0.229785163
MORF,origin,0.255123247
MORN,origin,0.664161248
MORT,origin,0.680450172
MOS,origin,0.378973986
MOTE,origin,0.5
MOTG,origin,0.02513826
MOTI,origin,0.339280221
MOTO,origin,0.001992032
MOTS,origin,0.523130108
MOV,origin,0.37035409
MOVE,origin,0.314465409
MOXC,origin,0.448679553
MP,origin,0.685471674
MPA,origin,0.214593573
MPAA,origin,0.439366015
MPAC,origin,1
MPAY,origin,1
MPB,origin,0.678571429
MPC,origin,0.386024906
MPLN,origin,0.696443358
MPLX,origin,0.44940528
MPRO,origin,0.686249869
MPTI,origin,0.75611132
MPV,origin,0.527853689
MPW,origin,0.661106914
MPWR,origin,0.416010652
MPX,origin,0.747474747
MQ,origin,0.484749046
MQT,origin,0.359001767
MQY,origin,0.385152361
MRAD,origin,0.426871216
MRAI,origin,0.371035941
MRAM,origin,0.687073188
MRBK,origin,0.001965654
MRC,origin,0.197200159
MRCC,origin,0.476338011
MRCY,origin,0.666019195
MREO,origin,0.261571186
MRGR,origin,0.008474576
MRIN,origin,0.30186914
MRK,origin,0.396714676
MRKR,origin,0.293768969
MRNA,origin,0.572470944
MRNS,origin,0.236589722
MRO,origin,0.57217347
MRSK,origin,0.713150927
MRSN,origin,0.48255836
MRTN,origin,0.493773973
MRTX,origin,0.894333358
MRUS,origin,0.140286409
MRVI,origin,0.237267993
MRVL,origin,0.269431104
MS,origin,0.5320218
MSA,origin,0.440628915
MSACW,origin,1
MSB,origin,0.466055976
MSBI,origin,0.281497994
MSBIP,origin,0.336408567
MSC,origin,0.432624113
MSCI,origin,0.416168872
MSD,origin,0.640974156
MSEX,origin,0.588265702
MSFD,origin,0.635490887
MSFT,origin,0.353284648
MSFU,origin,0.750398542
MSGE,origin,0.402177288
MSGM,origin,0.028599285
MSGR,origin,0.014905149
MSGS,origin,0.611513062
MSI,origin,0.384378807
MSM,origin,0.433767069
MSMR,origin,1
MSOS,origin,0.420728409
MSOX,origin,0.699072735
MSpA,origin,0.553794438
MSpE,origin,0.465826772
MSpF,origin,0.41817703
MSpI,origin,0.402872565
MSpK,origin,0.158638381
MSpL,origin,0.520623534
MSpO,origin,0.282439631
MSpP,origin,0.659879346
MSPR,origin,0.600978635
MSTB,origin,0.06472327
MSTQ,origin,1
MSTR,origin,0.58400591
MSVX,origin,0.850836636
MT,origin,0.56063281
MTA,origin,0.653442752
MTAC,origin,0.000960615
MTAL,origin,0.991171234
MTB,origin,0.206241231
MTBC,origin,0.301947619
MTBCO,origin,0.209205021
MTBCP,origin,0.294906166
MTBpH,origin,0.32260051
MTC,origin,0.634688594
MTCH,origin,0.426702622
MTCN,origin,0.576271186
